,f,mi
283,V87intent3,0.007850661120094088
284,V88intent3,0.026676881589398245
285,V89intent3,0.01089440074482011
286,V90intent3,0.04012258020144706
287,V91intent3,0.002783863196515071
288,V92intent3,0.039277758903897966
289,V93intent3,0.025497354386015966
290,V94intent3,0.018957101239227506
291,V95intent3,0.01358611049309913
292,V96intent3,0.027091824909606863
293,V97intent3,0.010399226900474411
294,V98intent3,0.029423883580277217
295,V99intent3,0.022233645947109203
296,V100intent3,0.037321522199136134
297,V2intent4,0.06412286542243577
298,V3intent4,0.08136865375296731
299,V4intent4,0.03587527177791439
300,V5intent4,0.0787238172013042
301,V6intent4,0.022591610317496517
302,V7intent4,0.07716472910427156
303,V8intent4,0.007351569447315946
304,V9intent4,0.042030073087173284
305,V10intent4,0.022999463469756953
306,V11intent4,0.07663635158332759
307,V12intent4,0.05930535478938812
308,V13intent4,0.06712401089131274
309,V14intent4,0.08003760487881646
310,V15intent4,0.040850414356873636
311,V16intent4,0.055142644235481306
312,V17intent4,0.034839304424592384
313,V18intent4,0.05172734467365513
314,V19intent4,0.0540381361427797
315,V20intent4,0.03896592488115142
316,V21intent4,0.03856162642708782
317,V22intent4,0.04766055949171257
318,V23intent4,0.022732959136331842
319,V24intent4,0.03307836836054769
320,V25intent4,0.07655893639210765
321,V26intent4,0.06668078641839507
322,V27intent4,0.040544789568893264
323,V28intent4,0.0344187853658307
324,V29intent4,0.028566239340078427
325,V30intent4,0.052619964323705054
326,V31intent4,0.024828402955972936
327,V32intent4,0.06894443937303053
328,V33intent4,0.0818304876509389
329,V34intent4,0.06880490141408219
330,V35intent4,0.05108749170760324
331,V36intent4,0.08864849101922342
332,V37intent4,0.03479041304661302
333,V38intent4,0.05602366147054606
334,V39intent4,0.018787929328277338
335,V40intent4,0.0035329518234956414
336,V41intent4,0.022127258454374864
337,V42intent4,0.07230265744832884
338,V43intent4,0.057393496171888686
339,V44intent4,0.041769581873167635
340,V45intent4,0.06924712658103534
341,V46intent4,0.05266568405708137
342,V47intent4,0.06884493609017982
343,V48intent4,0.07053170663014505
344,V49intent4,0.06921098065719102
345,V50intent4,0.05878109202769647
346,V51intent4,0.08053728816173383
347,V52intent4,0.07570850789822957
348,V53intent4,0.04234017818593991
349,V54intent4,0.023698302275109575
350,V55intent4,0.0696225645482617
351,V56intent4,0.0614775546291046
352,V57intent4,0.08712833926487384
353,V58intent4,0.06807732057933344
354,V59intent4,0.08947527176308237
355,V60intent4,0.05638204975160499
356,V61intent4,0.0491692065789566
357,V62intent4,0.026720464425792352
358,V63intent4,0.06977098030018436
359,V64intent4,0.020918126082000606
360,V65intent4,0.12535240655719873
361,V66intent4,0.07320424275817038
362,V67intent4,0.07100281051937783
363,V68intent4,0.051689315082901845
364,V69intent4,0.016762934520600358
365,V70intent4,0.020036476386811043
366,V71intent4,0.08601459317359489
367,V72intent4,0.04986717693817083
368,V73intent4,0.06369660716920314
369,V74intent4,0.0695180268088464
370,V75intent4,0.023288096105299746
371,V76intent4,0.07833787776000092
372,V77intent4,0.027611320913767418
373,V78intent4,0.06364393036931569
374,V79intent4,0.0864727244994412
375,V80intent4,0.0507743578661427
376,V81intent4,0.05859629261160778
377,V82intent4,0.0880224209722132
378,V83intent4,0.06971602435290522
379,V84intent4,0.03961011537970905
380,V85intent4,0.0797886277790372
381,V86intent4,0.08199085067267618
382,V87intent4,0.015954715357382937
383,V88intent4,0.05817417715183795
384,V89intent4,0.028073979842618686
385,V90intent4,0.09074686862280211
386,V91intent4,0.003863970178686045
387,V92intent4,0.0704293058217844
388,V93intent4,0.06311992454333584
389,V94intent4,0.04295085753060031
390,V95intent4,0.030033750745506103
391,V96intent4,0.05812756741222579
392,V97intent4,0.01277392902119616
393,V98intent4,0.05110906837318005
394,V99intent4,0.053989201536151006
395,V100intent4,0.06542081209075498
